mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
5808-48608-0060_1363-135842-0046,train-clean-100\5808\48608\5808-48608-0060.flac,0.4033092288862547,train-clean-100\1363\135842\1363-135842-0046.flac,0.4866403924288965,tr\40bo030d_1.289_40io030g_-1.289.wav,1.9366999802630238
911-128684-0030_7148-7763-0006,train-clean-100\911\128684\911-128684-0030.flac,0.8226849986382326,train-clean-100\7148\7763\7148-7763-0006.flac,1.1196548946538214,tr\026o030c_1.0667_40io0301_-1.0667.wav,2.6052541841744192
6081-41998-0022_8770-295463-0014,train-clean-100\6081\41998\6081-41998-0022.flac,0.6279416104939025,train-clean-100\8770\295463\8770-295463-0014.flac,0.25140097749562074,tr\01bc021d_0.13619_20aa010i_-0.13619.wav,1.2378565008231306
5688-15787-0027_6880-216547-0037,train-clean-100\5688\15787\5688-15787-0027.flac,0.36231064993235806,train-clean-100\6880\216547\6880-216547-0037.flac,0.8767507731779876,tr\015a010i_0.28501_20do010h_-0.28501.wav,1.8013097131538256
831-130739-0055_2002-139469-0053,train-clean-100\831\130739\831-130739-0055.flac,0.5412788390158461,train-clean-100\2002\139469\2002-139469-0053.flac,0.46570378721332534,tr\01bc021d_2.482_20rc0101_-2.482.wav,1.9733723307089943
3982-178459-0058_83-9960-0025,train-clean-100\3982\178459\3982-178459-0058.flac,0.49530199042317624,train-clean-100\83\9960\83-9960-0025.flac,1.2463225305190624,tr\40oc020e_1.6681_409o030s_-1.6681.wav,5.222092628776331
7517-100437-0029_7402-90848-0039,train-clean-100\7517\100437\7517-100437-0029.flac,0.6516752817763765,train-clean-100\7402\90848\7402-90848-0039.flac,0.41858291729139846,tr\01lc020b_1.3319_02aa010h_-1.3319.wav,1.0149306116893253
8580-287363-0020_1040-133433-0076,train-clean-100\8580\287363\8580-287363-0020.flac,0.6136639736564912,train-clean-100\1040\133433\1040-133433-0076.flac,0.5799427750050653,tr\01bo030p_0.60342_02ao030j_-0.60342.wav,1.3039399319689793
4014-186176-0015_5688-41232-0000,train-clean-100\4014\186176\4014-186176-0015.flac,0.5321665385412122,train-clean-100\5688\41232\5688-41232-0000.flac,0.4042672229099099,tr\409a010k_0.23354_207o0109_-0.23354.wav,0.5113013353560786
4051-11217-0006_3607-29116-0039,train-clean-100\4051\11217\4051-11217-0006.flac,0.5925186233108227,train-clean-100\3607\29116\3607-29116-0039.flac,0.7132354427828431,tr\01kc0201_1.0489_207o010a_-1.0489.wav,0.42015934171792113
839-130898-0050_4680-16042-0009,train-clean-100\839\130898\839-130898-0050.flac,0.6754099677150621,train-clean-100\4680\16042\4680-16042-0009.flac,0.3601720650713305,tr\20ro010j_2.026_02co030c_-2.026.wav,1.696260459426417
3214-167607-0032_6209-34600-0033,train-clean-100\3214\167607\3214-167607-0032.flac,0.5817188621132573,train-clean-100\6209\34600\6209-34600-0033.flac,0.8399180185237174,tr\017a010v_2.377_01jo030q_-2.377.wav,2.6146752802249926
7859-102519-0033_2817-142380-0001,train-clean-100\7859\102519\7859-102519-0033.flac,0.4585562941255933,train-clean-100\2817\142380\2817-142380-0001.flac,1.2212287219402727,tr\01fc0201_1.2462_403o030a_-1.2462.wav,0.8189114326604641
27-123349-0024_3235-28433-0015,train-clean-100\27\123349\27-123349-0024.flac,0.6843975177975671,train-clean-100\3235\28433\3235-28433-0015.flac,0.3151839981489946,tr\021c0214_1.8307_01zo0313_-1.8307.wav,3.541748979081981
6367-74004-0027_201-127786-0019,train-clean-100\6367\74004\6367-74004-0027.flac,0.5942372111713387,train-clean-100\201\127786\201-127786-0019.flac,0.5179734852353798,tr\20ma010y_0.51364_01tc020g_-0.51364.wav,1.347499126712401
2911-12359-0018_5390-24512-0010,train-clean-100\2911\12359\2911-12359-0018.flac,0.6468417573030936,train-clean-100\5390\24512\5390-24512-0010.flac,0.34920963458092996,tr\40gc0203_0.6935_20ga010z_-0.6935.wav,1.6708559934171026
831-130739-0040_150-126112-0030,train-clean-100\831\130739\831-130739-0040.flac,0.33366399654514073,train-clean-100\150\126112\150-126112-0030.flac,1.1818435189661567,tr\20ko0109_1.8285_20ua010f_-1.8285.wav,1.327980515450326
7226-86964-0046_5789-57158-0005,train-clean-100\7226\86964\7226-86964-0046.flac,0.34940287595356223,train-clean-100\5789\57158\5789-57158-0005.flac,0.7457654437649733,tr\20gc0108_0.3753_01bo0311_-0.3753.wav,1.3523356915103961
332-128985-0011_4788-94904-0005,train-clean-100\332\128985\332-128985-0011.flac,0.5174775137385528,train-clean-100\4788\94904\4788-94904-0005.flac,0.4819452774450081,tr\40ha010p_1.3133_02eo030y_-1.3133.wav,2.181077015481259
7113-86041-0093_2159-179154-0008,train-clean-100\7113\86041\7113-86041-0093.flac,0.8012542119557619,train-clean-100\2159\179154\2159-179154-0008.flac,1.0421149701456627,tr\20pa0114_1.7864_018o0304_-1.7864.wav,0.8790268933917733
5867-48852-0015_3699-175950-0001,train-clean-100\5867\48852\5867-48852-0015.flac,0.9797183300914676,train-clean-100\3699\175950\3699-175950-0001.flac,0.5556339040350026,tr\02do030r_1.8983_01nc020q_-1.8983.wav,0.5279777015566272
7447-91187-0032_5561-41615-0040,train-clean-100\7447\91187\7447-91187-0032.flac,0.35058137642936554,train-clean-100\5561\41615\5561-41615-0040.flac,0.38316025996712944,tr\01lo0310_0.69124_02bc0210_-0.69124.wav,2.5465648132374223
5463-39173-0059_322-124147-0014,train-clean-100\5463\39173\5463-39173-0059.flac,0.9652991291902954,train-clean-100\322\124147\322-124147-0014.flac,0.4669559622247175,tr\022o0313_1.2691_20ko010k_-1.2691.wav,0.9454137255954571
2436-2481-0015_1963-142393-0048,train-clean-100\2436\2481\2436-2481-0015.flac,1.0740026216701546,train-clean-100\1963\142393\1963-142393-0048.flac,0.3201437576148756,tr\016o030x_2.024_20ro010l_-2.024.wav,0.694321872230692
198-126831-0030_7178-34644-0030,train-clean-100\198\126831\198-126831-0030.flac,1.3540529081466,train-clean-100\7178\34644\7178-34644-0030.flac,0.38319512219929475,tr\40lc0214_1.7062_01jo0314_-1.7062.wav,0.9667440640090196
2911-7601-0003_6880-216547-0078,train-clean-100\2911\7601\2911-7601-0003.flac,0.47005268776256764,train-clean-100\6880\216547\6880-216547-0078.flac,0.5982557059144642,tr\01oc021b_0.90425_20lo010k_-0.90425.wav,0.5207509428753141
233-155990-0005_8630-305212-0023,train-clean-100\233\155990\233-155990-0005.flac,0.7514483390827312,train-clean-100\8630\305212\8630-305212-0023.flac,0.6202657873527542,tr\02ec0208_2.1039_01to031e_-2.1039.wav,0.7896501426730625
4214-7146-0075_8629-261139-0035,train-clean-100\4214\7146\4214-7146-0075.flac,0.5512157606438646,train-clean-100\8629\261139\8629-261139-0035.flac,0.5833231777191996,tr\40lo030x_2.2271_018c020y_-2.2271.wav,1.9230245387374572
5561-41615-0026_229-130880-0021,train-clean-100\5561\41615\5561-41615-0026.flac,0.7587332181508835,train-clean-100\229\130880\229-130880-0021.flac,0.7074002035287509,tr\01zo0310_2.3672_018c020k_-2.3672.wav,3.4186613598502578
441-130108-0005_2136-5147-0036,train-clean-100\441\130108\441-130108-0005.flac,0.4828027177818613,train-clean-100\2136\5147\2136-5147-0036.flac,0.31349888491376304,tr\205o010d_2.2487_029o030r_-2.2487.wav,0.646491885771108
2910-131096-0077_8629-261140-0019,train-clean-100\2910\131096\2910-131096-0077.flac,0.48145958363118296,train-clean-100\8629\261140\8629-261140-0019.flac,0.8626092986566024,tr\01ko0308_1.4834_01oo030r_-1.4834.wav,2.176038503765562
8238-274553-0020_7780-274562-0081,train-clean-100\8238\274553\8238-274553-0020.flac,0.978184476417485,train-clean-100\7780\274562\7780-274562-0081.flac,0.42362990372491477,tr\20ko010d_0.89758_20ho010f_-0.89758.wav,2.1250097749139085
8629-261140-0010_1088-129236-0014,train-clean-100\8629\261140\8629-261140-0010.flac,0.9803124153594904,train-clean-100\1088\129236\1088-129236-0014.flac,1.069475055273104,tr\01xo0306_2.013_204a010z_-2.013.wav,0.7135971189496253
3723-171631-0016_322-124147-0024,train-clean-100\3723\171631\3723-171631-0016.flac,0.4342113407614493,train-clean-100\322\124147\322-124147-0024.flac,0.7835692748350496,tr\20va0114_0.86377_20lo010c_-0.86377.wav,1.9872079008493393
3830-12530-0017_1069-133699-0030,train-clean-100\3830\12530\3830-12530-0017.flac,0.4289537031856683,train-clean-100\1069\133699\1069-133699-0030.flac,0.3237438194608659,tr\027o030o_1.2743_01fa0104_-1.2743.wav,1.2113767814297485
311-124404-0113_4859-29340-0017,train-clean-100\311\124404\311-124404-0113.flac,1.3024132308100658,train-clean-100\4859\29340\4859-29340-0017.flac,0.5260906253711867,tr\40eo0310_0.77947_022o030o_-0.77947.wav,1.442831865416379
3982-182255-0036_3947-13260-0041,train-clean-100\3982\182255\3982-182255-0036.flac,1.0131604806856702,train-clean-100\3947\13260\3947-13260-0041.flac,0.3297880579108334,tr\01jo0313_1.8241_011o031a_-1.8241.wav,1.98194586761851
3486-166446-0036_200-126784-0028,train-clean-100\3486\166446\3486-166446-0036.flac,0.269577323596915,train-clean-100\200\126784\200-126784-0028.flac,1.7152935379556844,tr\025c0201_2.3247_20ha010c_-2.3247.wav,3.626853711030162
669-129074-0006_32-4137-0027,train-clean-100\669\129074\669-129074-0006.flac,0.25771421697967456,train-clean-100\32\4137\32-4137-0027.flac,0.5790388571816815,tr\021o031c_1.2738_01cc0201_-1.2738.wav,1.0218437958464641
8095-274346-0040_460-172359-0094,train-clean-100\8095\274346\8095-274346-0040.flac,0.5178302532856637,train-clean-100\460\172359\460-172359-0094.flac,0.74458169623833,tr\20ba010l_2.3789_20eo0101_-2.3789.wav,1.7083456473955207
307-127535-0013_625-132112-0022,train-clean-100\307\127535\307-127535-0013.flac,0.2601604182464547,train-clean-100\625\132112\625-132112-0022.flac,1.2307642712695606,tr\401o031a_2.3933_20ga0103_-2.3933.wav,2.777635537973064
298-126791-0026_4830-25898-0009,train-clean-100\298\126791\298-126791-0026.flac,0.7947711920485251,train-clean-100\4830\25898\4830-25898-0009.flac,1.039172418060621,tr\20do0103_1.6822_01zo030h_-1.6822.wav,7.962031803008926
6437-66173-0025_8063-274117-0032,train-clean-100\6437\66173\6437-66173-0025.flac,0.620248496368782,train-clean-100\8063\274117\8063-274117-0032.flac,0.447494687660715,tr\20tc010p_0.33109_011o030h_-0.33109.wav,5.498097443464933
6529-62556-0037_118-47824-0036,train-clean-100\6529\62556\6529-62556-0037.flac,1.003795270149622,train-clean-100\118\47824\118-47824-0036.flac,0.608478487011213,tr\20cc010d_1.083_025o031c_-1.083.wav,0.3912410754547012
8838-298545-0019_887-123291-0018,train-clean-100\8838\298545\8838-298545-0019.flac,0.4170696759614167,train-clean-100\887\123291\887-123291-0018.flac,0.682915920879019,tr\01lo030j_0.96482_012o030i_-0.96482.wav,2.5327937696888907
250-142276-0003_60-121082-0048,train-clean-100\250\142276\250-142276-0003.flac,0.49135393108514197,train-clean-100\60\121082\60-121082-0048.flac,1.3315029070462567,tr\01lo030c_0.91826_404o030d_-0.91826.wav,1.6790095591507959
426-122822-0031_3242-67168-0009,train-clean-100\426\122822\426-122822-0031.flac,0.5772593642406527,train-clean-100\3242\67168\3242-67168-0009.flac,0.40266582493347564,tr\02eo0318_2.2151_205a010h_-2.2151.wav,1.6466954957099975
2391-145015-0109_2691-156745-0022,train-clean-100\2391\145015\2391-145015-0109.flac,0.4084169265172236,train-clean-100\2691\156745\2691-156745-0022.flac,0.34736880729304026,tr\01zo030x_1.1853_20ac010n_-1.1853.wav,1.4637185257541254
4397-15666-0015_4680-16026-0001,train-clean-100\4397\15666\4397-15666-0015.flac,0.9920073695010254,train-clean-100\4680\16026\4680-16026-0001.flac,0.6681315310918389,tr\02ba010y_0.58985_20eo0101_-0.58985.wav,2.54631350986178
211-122442-0058_3982-178459-0013,train-clean-100\211\122442\211-122442-0058.flac,0.46965429243683204,train-clean-100\3982\178459\3982-178459-0013.flac,1.1919505582914214,tr\01do030i_0.26148_01xc020l_-0.26148.wav,1.0741298181157937
328-129766-0063_4640-19188-0015,train-clean-100\328\129766\328-129766-0063.flac,0.9579960741497937,train-clean-100\4640\19188\4640-19188-0015.flac,0.43898576615675833,tr\011c0213_0.85538_012o030a_-0.85538.wav,1.66188276015809
6454-93938-0005_3168-173564-0039,train-clean-100\6454\93938\6454-93938-0005.flac,0.4167720109970233,train-clean-100\3168\173564\3168-173564-0039.flac,0.37762984653091825,tr\20co010d_1.3173_20no010d_-1.3173.wav,2.8797862516812285
3664-11714-0012_6272-70168-0006,train-clean-100\3664\11714\3664-11714-0012.flac,0.7893525918108794,train-clean-100\6272\70168\6272-70168-0006.flac,0.5021004714415795,tr\01no0302_0.15664_018o031a_-0.15664.wav,0.7226856380384703
3112-9554-0005_8465-246943-0013,train-clean-100\3112\9554\3112-9554-0005.flac,0.4598338901636138,train-clean-100\8465\246943\8465-246943-0013.flac,0.5698151565878505,tr\20qo0108_0.6129_02ac0201_-0.6129.wav,1.4283950301828103
6064-56165-0007_3436-172162-0013,train-clean-100\6064\56165\6064-56165-0007.flac,0.3747047177207128,train-clean-100\3436\172162\3436-172162-0013.flac,0.443595698884024,tr\401c020i_2.4396_20nc010f_-2.4396.wav,2.169401633518128
163-122947-0062_125-121124-0021,train-clean-100\163\122947\163-122947-0062.flac,1.1657795864082698,train-clean-100\125\121124\125-121124-0021.flac,0.8035823172597226,tr\02dc020b_0.84565_01fo030n_-0.84565.wav,1.537520637212447
7859-102519-0042_6181-216552-0005,train-clean-100\7859\102519\7859-102519-0042.flac,0.45781740603856724,train-clean-100\6181\216552\6181-216552-0005.flac,0.44008108462325374,tr\40gc0213_0.11631_40ec021c_-0.11631.wav,1.3109006853524912
6529-62554-0030_5750-100289-0060,train-clean-100\6529\62554\6529-62554-0030.flac,0.6640796069830134,train-clean-100\5750\100289\5750-100289-0060.flac,0.4389661568753793,tr\40go0306_1.0195_40no0319_-1.0195.wav,1.1519944704794964
3440-171006-0016_4406-16883-0027,train-clean-100\3440\171006\3440-171006-0016.flac,0.5297642343314181,train-clean-100\4406\16883\4406-16883-0027.flac,0.8376054726426031,tr\01dc020t_0.7293_20so010l_-0.7293.wav,0.6285125033623984
1455-138263-0026_1040-133433-0022,train-clean-100\1455\138263\1455-138263-0026.flac,0.4087326248843421,train-clean-100\1040\133433\1040-133433-0022.flac,0.35264561555621826,tr\20bo010p_1.6366_40da0102_-1.6366.wav,2.4823036252998967
3440-171009-0021_1263-141777-0023,train-clean-100\3440\171009\3440-171009-0021.flac,0.44275257109830696,train-clean-100\1263\141777\1263-141777-0023.flac,0.5733376121742048,tr\01so030c_1.9579_20eo010k_-1.9579.wav,2.261122462136437
7113-86041-0023_7635-105661-0036,train-clean-100\7113\86041\7113-86041-0023.flac,0.6595925107973807,train-clean-100\7635\105661\7635-105661-0036.flac,0.36748599872984355,tr\20ko010e_2.3809_026c020b_-2.3809.wav,2.617709142230596
211-122442-0044_8629-261139-0022,train-clean-100\211\122442\211-122442-0044.flac,0.6800419726457106,train-clean-100\8629\261139\8629-261139-0022.flac,0.6044967160375673,tr\40go0313_0.75489_40ha010n_-0.75489.wav,0.9208042510471496
3983-5331-0042_1898-145720-0002,train-clean-100\3983\5331\3983-5331-0042.flac,0.47131279276813287,train-clean-100\1898\145720\1898-145720-0002.flac,1.076953896234781,tr\025o030q_1.8907_01pa0103_-1.8907.wav,0.8914287709715634
5808-48608-0026_8014-112602-0013,train-clean-100\5808\48608\5808-48608-0026.flac,0.6732808291947737,train-clean-100\8014\112602\8014-112602-0013.flac,0.3764602972963737,tr\40bc020t_0.54997_020a010m_-0.54997.wav,0.6191633402586444
7780-274562-0043_374-180298-0051,train-clean-100\7780\274562\7780-274562-0043.flac,0.651749484602578,train-clean-100\374\180298\374-180298-0051.flac,0.8242721614688129,tr\20ao0104_0.2513_40na010e_-0.2513.wav,0.9553399693179783
4214-7146-0047_3436-172162-0001,train-clean-100\4214\7146\4214-7146-0047.flac,0.5416645360398932,train-clean-100\3436\172162\3436-172162-0001.flac,0.4163303652293622,tr\01lo030l_0.69019_207o0108_-0.69019.wav,2.228723995486165
1737-142397-0009_4406-16883-0056,train-clean-100\1737\142397\1737-142397-0009.flac,0.5188583084177941,train-clean-100\4406\16883\4406-16883-0056.flac,0.944755445054914,tr\026o0318_2.0096_20lo0103_-2.0096.wav,1.5421643152182594
2002-139469-0107_458-126290-0017,train-clean-100\2002\139469\2002-139469-0107.flac,0.7398929064098824,train-clean-100\458\126290\458-126290-0017.flac,0.37490376913270246,tr\01no0306_0.72734_20gc0104_-0.72734.wav,1.1113202590680424
8123-275216-0009_1743-142912-0005,train-clean-100\8123\275216\8123-275216-0009.flac,0.7317744469368759,train-clean-100\1743\142912\1743-142912-0005.flac,0.6890068673886593,tr\01zo031e_0.057091_02eo030n_-0.057091.wav,1.740450494142176
6529-62556-0038_1963-142393-0002,train-clean-100\6529\62556\6529-62556-0038.flac,0.41505618463545657,train-clean-100\1963\142393\1963-142393-0002.flac,0.2089623080897854,tr\401o0315_0.50532_20fa0106_-0.50532.wav,0.8532873980108863
2893-139310-0012_4014-186176-0002,train-clean-100\2893\139310\2893-139310-0012.flac,0.8064779627276438,train-clean-100\4014\186176\4014-186176-0002.flac,0.4803010256021261,tr\20ro0102_1.7882_20ca010l_-1.7882.wav,1.2168385989980604
4813-248638-0033_332-128985-0028,train-clean-100\4813\248638\4813-248638-0033.flac,0.43788960315341674,train-clean-100\332\128985\332-128985-0028.flac,0.49411794472078513,tr\01ea0106_1.3325_40ko030z_-1.3325.wav,0.6987814298573348
5339-14134-0032_248-130697-0030,train-clean-100\5339\14134\5339-14134-0032.flac,0.40176671255511187,train-clean-100\248\130697\248-130697-0030.flac,0.7440319696179505,tr\20oo0101_1.2741_01ao030d_-1.2741.wav,0.6368916687370838
4137-11701-0002_8324-286683-0033,train-clean-100\4137\11701\4137-11701-0002.flac,0.47781485216681346,train-clean-100\8324\286683\8324-286683-0033.flac,0.4390611354343847,tr\405c0201_2.0845_20no010p_-2.0845.wav,0.5302756422334515
669-129061-0074_7078-271888-0012,train-clean-100\669\129061\669-129061-0074.flac,0.26804917938808337,train-clean-100\7078\271888\7078-271888-0012.flac,0.4028643698418325,tr\20so010n_0.4009_40jc0208_-0.4009.wav,0.43866696847321557
1069-133709-0026_1723-141149-0045,train-clean-100\1069\133709\1069-133709-0026.flac,0.3401041934991761,train-clean-100\1723\141149\1723-141149-0045.flac,0.5449147842671753,tr\40go0310_0.096362_205a010w_-0.096362.wav,1.4841288337427718
40-222-0042_5463-39174-0028,train-clean-100\40\222\40-222-0042.flac,0.3440339918533647,train-clean-100\5463\39174\5463-39174-0028.flac,1.3355652111365164,tr\207c0106_0.64223_40lo030n_-0.64223.wav,2.856809616014649
4340-15220-0050_7264-92310-0020,train-clean-100\4340\15220\4340-15220-0050.flac,0.4162753802265312,train-clean-100\7264\92310\7264-92310-0020.flac,0.34099686017307274,tr\017c020z_1.6178_02ac0201_-1.6178.wav,0.31656003132898536
5561-41615-0008_2182-150130-0017,train-clean-100\5561\41615\5561-41615-0008.flac,0.4413433025516765,train-clean-100\2182\150130\2182-150130-0017.flac,1.310777771688058,tr\01dc020f_1.6188_20ka0104_-1.6188.wav,5.004641040104583
887-123289-0001_332-128985-0012,train-clean-100\887\123289\887-123289-0001.flac,0.43340110989043035,train-clean-100\332\128985\332-128985-0012.flac,0.44501394016930895,tr\011a0101_1.4817_407o030n_-1.4817.wav,0.6704350130745041
2893-139322-0052_6818-76332-0022,train-clean-100\2893\139322\2893-139322-0052.flac,0.6136717773740318,train-clean-100\6818\76332\6818-76332-0022.flac,0.5371213585759872,tr\01ao0303_1.9829_01go030v_-1.9829.wav,0.5351793187462754
3723-171631-0040_2416-152137-0030,train-clean-100\3723\171631\3723-171631-0040.flac,0.4317509529398096,train-clean-100\2416\152137\2416-152137-0030.flac,0.6987583706027398,tr\40po0319_1.3961_01go0318_-1.3961.wav,2.3320207684943814
8088-284756-0020_4018-107312-0026,train-clean-100\8088\284756\8088-284756-0020.flac,0.9155306857409286,train-clean-100\4018\107312\4018-107312-0026.flac,0.7187527391443211,tr\01mc020d_1.9084_01ko0308_-1.9084.wav,6.485849347475316
2764-36617-0009_4088-158077-0029,train-clean-100\2764\36617\2764-36617-0009.flac,1.1025217722887652,train-clean-100\4088\158077\4088-158077-0029.flac,0.8399419115142578,tr\20ka010e_2.2632_20eo0107_-2.2632.wav,1.1800076986016075
19-227-0070_1235-135884-0025,train-clean-100\19\227\19-227-0070.flac,0.7459153583705992,train-clean-100\1235\135884\1235-135884-0025.flac,0.4243598592401163,tr\40do030h_1.6343_205a010o_-1.6343.wav,2.0018939879436703
229-130880-0071_6078-54013-0013,train-clean-100\229\130880\229-130880-0071.flac,0.7290110567176434,train-clean-100\6078\54013\6078-54013-0013.flac,0.6830542080941953,tr\408a0106_1.2342_018o0311_-1.2342.wav,0.4356386076751555
3879-174923-0043_254-27760-0022,train-clean-100\3879\174923\3879-174923-0043.flac,0.46731770091362573,train-clean-100\254\27760\254-27760-0022.flac,0.7018675858980352,tr\018a0108_0.70543_02bo0303_-0.70543.wav,0.7316136383885649
118-121721-0023_250-142276-0050,train-clean-100\118\121721\118-121721-0023.flac,0.5327693195552624,train-clean-100\250\142276\250-142276-0050.flac,1.0010806385401523,tr\20oc010j_1.8178_023c0201_-1.8178.wav,1.6542302349458182
8108-274318-0017_3259-158083-0047,train-clean-100\8108\274318\8108-274318-0017.flac,0.616365493759441,train-clean-100\3259\158083\3259-158083-0047.flac,1.107687745973925,tr\01ea010y_0.032535_40io0313_-0.032535.wav,1.5987359250332005
3947-13262-0002_1455-134435-0002,train-clean-100\3947\13262\3947-13262-0002.flac,0.5913864979651113,train-clean-100\1455\134435\1455-134435-0002.flac,0.6139686071262481,tr\02da010f_1.0251_209o0104_-1.0251.wav,2.569004766313717
4340-15220-0030_8425-292520-0026,train-clean-100\4340\15220\4340-15220-0030.flac,0.48315982166526067,train-clean-100\8425\292520\8425-292520-0026.flac,0.4922144406523616,tr\20na010n_1.5692_01zo030y_-1.5692.wav,0.7817940168417319
6880-216547-0107_7780-274562-0088,train-clean-100\6880\216547\6880-216547-0107.flac,0.6048881346923255,train-clean-100\7780\274562\7780-274562-0088.flac,0.36796024855676623,tr\025o0301_1.4895_01lc020a_-1.4895.wav,2.7801203667898653
4267-78186-0035_1355-39947-0064,train-clean-100\4267\78186\4267-78186-0035.flac,0.32662334960787887,train-clean-100\1355\39947\1355-39947-0064.flac,0.5078569051614922,tr\01lo0307_1.6984_401o0305_-1.6984.wav,0.38427192187847625
8063-274117-0015_3112-9554-0013,train-clean-100\8063\274117\8063-274117-0015.flac,0.28641527968486785,train-clean-100\3112\9554\3112-9554-0013.flac,0.5458419897647753,tr\20ia0114_0.55741_01yo031a_-0.55741.wav,2.469371072578073
3699-47246-0025_2159-179154-0036,train-clean-100\3699\47246\3699-47246-0025.flac,0.3158955572299041,train-clean-100\2159\179154\2159-179154-0036.flac,0.6899704933569211,tr\40gc0208_2.4806_02co0318_-2.4806.wav,0.42128810537707223
1578-140045-0002_4898-28461-0023,train-clean-100\1578\140045\1578-140045-0002.flac,1.608967558958083,train-clean-100\4898\28461\4898-28461-0023.flac,0.5388594834658391,tr\01io0301_1.1321_403a010c_-1.1321.wav,1.9786841856133914
4051-11217-0025_3879-174923-0018,train-clean-100\4051\11217\4051-11217-0025.flac,0.5539345157475906,train-clean-100\3879\174923\3879-174923-0018.flac,0.38962280471247046,tr\40jc020r_2.3138_40ko030k_-2.3138.wav,4.37949132595705
7113-86041-0031_8098-275181-0030,train-clean-100\7113\86041\7113-86041-0031.flac,0.5152168909546824,train-clean-100\8098\275181\8098-275181-0030.flac,0.7862044002649239,tr\02ec020b_0.54396_20io0105_-0.54396.wav,0.3685035701959958
89-219-0002_2289-152258-0020,train-clean-100\89\219\89-219-0002.flac,0.4037303062836477,train-clean-100\2289\152258\2289-152258-0020.flac,0.5383724571757056,tr\022c020x_1.0495_20bo0107_-1.0495.wav,2.1006193265224384
1502-122619-0088_2911-12359-0000,train-clean-100\1502\122619\1502-122619-0088.flac,0.3079830387493604,train-clean-100\2911\12359\2911-12359-0000.flac,0.40034562575923616,tr\40ia010s_1.0329_01yo030r_-1.0329.wav,0.45144816835852675
3699-19401-0002_7367-86737-0029,train-clean-100\3699\19401\3699-19401-0002.flac,0.5726622949716726,train-clean-100\7367\86737\7367-86737-0029.flac,0.5434196575334733,tr\01ac0215_1.7478_01oc020w_-1.7478.wav,0.6760143635871319
6147-34605-0027_4680-16041-0026,train-clean-100\6147\34605\6147-34605-0027.flac,0.626635968662728,train-clean-100\4680\16041\4680-16041-0026.flac,0.509532866172661,tr\20ao010q_1.8394_40mo031a_-1.8394.wav,1.437407843669569
625-132112-0007_5652-19215-0035,train-clean-100\625\132112\625-132112-0007.flac,0.7926831803940094,train-clean-100\5652\19215\5652-19215-0035.flac,0.4378902906516869,tr\022o0309_1.1028_016c0207_-1.1028.wav,2.7247571925743106
