mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,source_3_path,source_3_gain,noise_path,noise_gain
163-122947-0076_6415-116629-0004_7800-283493-0011,train-clean-100\163\122947\163-122947-0076.flac,0.8525503085067732,train-clean-100\6415\116629\6415-116629-0004.flac,0.2883924139569911,train-clean-100\7800\283493\7800-283493-0011.flac,0.46822295028136146,tr\401o031a_1.9048_01zc0216_-1.9048.wav,0.4773914780558677
7367-86737-0049_7447-91186-0023_2391-145015-0092,train-clean-100\7367\86737\7367-86737-0049.flac,1.2478058370187277,train-clean-100\7447\91186\7447-91186-0023.flac,0.7280923684674653,train-clean-100\2391\145015\2391-145015-0092.flac,0.6157529942555054,tr\01oo0311_1.3985_01qo030q_-1.3985.wav,1.8613537562854567
5322-7678-0039_3242-8112-0032_4160-14187-0021,train-clean-100\5322\7678\5322-7678-0039.flac,0.4070143051534664,train-clean-100\3242\8112\3242-8112-0032.flac,0.2146150021666354,train-clean-100\4160\14187\4160-14187-0021.flac,0.5552794929111182,tr\20qo0102_0.1038_401o0301_-0.1038.wav,1.2515171778858158
1355-39947-0063_1334-135589-0006_5750-100289-0076,train-clean-100\1355\39947\1355-39947-0063.flac,0.6351146095377713,train-clean-100\1334\135589\1334-135589-0006.flac,0.600517574558612,train-clean-100\5750\100289\5750-100289-0076.flac,0.5260950874391498,tr\01cc0205_0.55429_20ha010o_-0.55429.wav,1.6421828269135461
233-134440-0037_1263-139804-0013_6000-55211-0031,train-clean-100\233\134440\233-134440-0037.flac,0.8524120998187962,train-clean-100\1263\139804\1263-139804-0013.flac,0.8493776248922558,train-clean-100\6000\55211\6000-55211-0031.flac,0.7383946162592868,tr\027o030x_0.69547_20eo010b_-0.69547.wav,0.5338206279511839
4267-287369-0001_5688-15787-0024_8312-279790-0034,train-clean-100\4267\287369\4267-287369-0001.flac,0.8105694695030979,train-clean-100\5688\15787\5688-15787-0024.flac,0.4732223155423303,train-clean-100\8312\279790\8312-279790-0034.flac,0.4806697237808798,tr\204o0105_1.7024_40gc020z_-1.7024.wav,0.49435558980973016
6078-54013-0041_6209-34599-0010_1898-145715-0043,train-clean-100\6078\54013\6078-54013-0041.flac,0.6931610193233402,train-clean-100\6209\34599\6209-34599-0010.flac,0.4615958648115189,train-clean-100\1898\145715\1898-145715-0043.flac,0.6243530433070832,tr\026o030p_0.14234_01fo0317_-0.14234.wav,1.8803502222860373
6209-34600-0010_7800-283478-0007_5703-47198-0026,train-clean-100\6209\34600\6209-34600-0010.flac,0.622401347965575,train-clean-100\7800\283478\7800-283478-0007.flac,0.28212836282454656,train-clean-100\5703\47198\5703-47198-0026.flac,0.4895352394350659,tr\40go0301_0.99048_01zo0304_-0.99048.wav,3.529488797105392
3664-178355-0029_7402-59171-0014_5652-19215-0018,train-clean-100\3664\178355\3664-178355-0029.flac,0.3252497355650349,train-clean-100\7402\59171\7402-59171-0014.flac,0.7514422559929667,train-clean-100\5652\19215\5652-19215-0018.flac,0.7698550835431085,tr\40dc0208_1.2977_01jo0313_-1.2977.wav,1.1811820219452493
5463-39173-0039_8123-275193-0000_2910-131096-0082,train-clean-100\5463\39173\5463-39173-0039.flac,0.613756774271735,train-clean-100\8123\275193\8123-275193-0000.flac,0.389953970771153,train-clean-100\2910\131096\2910-131096-0082.flac,0.7221262461861315,tr\013o0314_0.74602_025o0316_-0.74602.wav,0.9754023559139555
163-122947-0088_8108-274318-0012_7800-283492-0027,train-clean-100\163\122947\163-122947-0088.flac,1.9080331436150653,train-clean-100\8108\274318\8108-274318-0012.flac,0.5742727482104808,train-clean-100\7800\283492\7800-283492-0027.flac,0.4251838919223998,tr\01bc0207_0.45354_40mc021a_-0.45354.wav,0.8820003921911401
26-496-0024_6147-34606-0002_2836-5355-0052,train-clean-100\26\496\26-496-0024.flac,0.42030024868579435,train-clean-100\6147\34606\6147-34606-0002.flac,0.5788626098731487,train-clean-100\2836\5355\2836-5355-0052.flac,0.6109651862334333,tr\01lo0307_2.1493_20va0107_-2.1493.wav,0.9819064817800556
2691-156750-0012_2989-138035-0078_405-130894-0061,train-clean-100\2691\156750\2691-156750-0012.flac,0.45242289254285906,train-clean-100\2989\138035\2989-138035-0078.flac,0.5261315120772334,train-clean-100\405\130894\405-130894-0061.flac,0.561035748438262,tr\01zo030j_1.5261_01ko030s_-1.5261.wav,1.6299122509345947
730-359-0006_1841-179183-0029_3374-298032-0028,train-clean-100\730\359\730-359-0006.flac,0.35067215576416516,train-clean-100\1841\179183\1841-179183-0029.flac,0.3334353568540171,train-clean-100\3374\298032\3374-298032-0028.flac,0.6187679750053869,tr\019c0213_2.1969_029o030n_-2.1969.wav,3.614982369399919
446-123502-0034_6836-61803-0037_1898-145715-0009,train-clean-100\446\123502\446-123502-0034.flac,0.7813540772694411,train-clean-100\6836\61803\6836-61803-0037.flac,0.7566187753856528,train-clean-100\1898\145715\1898-145715-0009.flac,1.034210435174446,tr\20la010v_0.5902_01zo0310_-0.5902.wav,1.806129300220699
7178-34644-0071_1578-140045-0005_6818-68772-0021,train-clean-100\7178\34644\7178-34644-0071.flac,0.7175257523455246,train-clean-100\1578\140045\1578-140045-0005.flac,0.5691351915336583,train-clean-100\6818\68772\6818-68772-0021.flac,0.6967784829431671,tr\207c0103_1.9356_20ro0102_-1.9356.wav,3.887537247726726
426-122821-0021_374-180299-0015_322-124147-0046,train-clean-100\426\122821\426-122821-0021.flac,0.5402355729654386,train-clean-100\374\180299\374-180299-0015.flac,1.0556606081553996,train-clean-100\322\124147\322-124147-0046.flac,1.3976733676741302,tr\20ro010j_0.34399_01ao0316_-0.34399.wav,3.2783243639069117
7780-274562-0005_1263-141777-0040_1737-142397-0009,train-clean-100\7780\274562\7780-274562-0005.flac,0.6520477568375923,train-clean-100\1263\141777\1263-141777-0040.flac,0.40633249479609296,train-clean-100\1737\142397\1737-142397-0009.flac,1.0766390400319936,tr\027o030o_1.4523_021c020t_-1.4523.wav,1.892771250525125
3436-172171-0039_254-145458-0017_4340-15220-0022,train-clean-100\3436\172171\3436-172171-0039.flac,0.4517824666687167,train-clean-100\254\145458\254-145458-0017.flac,0.5710439119236237,train-clean-100\4340\15220\4340-15220-0022.flac,0.514371512036661,tr\401o0315_2.0032_014c020i_-2.0032.wav,0.6575359682794963
405-130894-0065_2691-156745-0013_7402-90848-0023,train-clean-100\405\130894\405-130894-0065.flac,0.34570658323400394,train-clean-100\2691\156745\2691-156745-0013.flac,0.8421230495710561,train-clean-100\7402\90848\7402-90848-0023.flac,0.490985543344677,tr\20uo0103_2.425_40lo030l_-2.425.wav,2.7446279483456193
8465-246947-0019_78-368-0034_4018-107312-0033,train-clean-100\8465\246947\8465-246947-0019.flac,0.6215157527155808,train-clean-100\78\368\78-368-0034.flac,1.131613613470188,train-clean-100\4018\107312\4018-107312-0033.flac,0.48139283222124374,tr\40ba010b_0.6607_20so010l_-0.6607.wav,3.2039277228266663
374-180298-0047_4160-14187-0024_2952-410-0015,train-clean-100\374\180298\374-180298-0047.flac,0.7046541032155734,train-clean-100\4160\14187\4160-14187-0024.flac,1.0771074385743056,train-clean-100\2952\410\2952-410-0015.flac,0.7539616266096435,tr\20gc0108_1.0981_022o030n_-1.0981.wav,2.122009983897377
3879-173592-0001_4051-11217-0030_332-128985-0057,train-clean-100\3879\173592\3879-173592-0001.flac,0.5075880301559806,train-clean-100\4051\11217\4051-11217-0030.flac,0.9084290272981893,train-clean-100\332\128985\332-128985-0057.flac,0.39575436475216924,tr\01la010n_0.17115_01fo0317_-0.17115.wav,1.0934427947482808
6848-252322-0004_887-123289-0014_2817-142380-0028,train-clean-100\6848\252322\6848-252322-0004.flac,0.34141641662392935,train-clean-100\887\123289\887-123289-0014.flac,0.5371761325973524,train-clean-100\2817\142380\2817-142380-0028.flac,1.1651165449553944,tr\20lo0103_0.82847_40lc020o_-0.82847.wav,1.856099230391692
6818-76332-0024_8051-295385-0011_1098-133695-0050,train-clean-100\6818\76332\6818-76332-0024.flac,0.7579278904242892,train-clean-100\8051\295385\8051-295385-0011.flac,0.6375780133102507,train-clean-100\1098\133695\1098-133695-0050.flac,0.7353010709095383,tr\40go030n_0.14503_025o0316_-0.14503.wav,0.3643626863121075
8425-287387-0004_6385-220959-0015_730-360-0038,train-clean-100\8425\287387\8425-287387-0004.flac,0.595490519888643,train-clean-100\6385\220959\6385-220959-0015.flac,0.5311068282668473,train-clean-100\730\360\730-360-0038.flac,0.5106668468728381,tr\01no0309_0.18312_404o031d_-0.18312.wav,1.162212494390065
248-130697-0034_39-121914-0000_7264-92310-0012,train-clean-100\248\130697\248-130697-0034.flac,0.8995155098831602,train-clean-100\39\121914\39-121914-0000.flac,0.4588980057569715,train-clean-100\7264\92310\7264-92310-0012.flac,0.6295089151387726,tr\01lo0311_2.0616_20kc0102_-2.0616.wav,0.8609726424531019
8123-275216-0001_4051-11218-0030_211-122425-0005,train-clean-100\8123\275216\8123-275216-0001.flac,0.8116118227912658,train-clean-100\4051\11218\4051-11218-0030.flac,0.900075795205906,train-clean-100\211\122425\211-122425-0005.flac,1.1608598186918222,tr\027o030o_1.2743_01fa0104_-1.2743.wav,1.4110177679601394
730-359-0001_8014-112586-0020_6454-107462-0014,train-clean-100\730\359\730-359-0001.flac,0.6028465665757092,train-clean-100\8014\112586\8014-112586-0020.flac,0.9221754065251906,train-clean-100\6454\107462\6454-107462-0014.flac,0.5243989824904571,tr\01nc020u_0.41391_401o0309_-0.41391.wav,1.3396120035690386
7505-258964-0003_4898-28461-0061_1992-141719-0020,train-clean-100\7505\258964\7505-258964-0003.flac,0.5386947995816451,train-clean-100\4898\28461\4898-28461-0061.flac,0.44029715609427195,train-clean-100\1992\141719\1992-141719-0020.flac,0.6091524976883914,tr\01lo030j_1.0971_20no010n_-1.0971.wav,1.2183581615213255
5322-7680-0031_5789-70653-0010_3259-158083-0011,train-clean-100\5322\7680\5322-7680-0031.flac,0.48786127637265236,train-clean-100\5789\70653\5789-70653-0010.flac,0.6842318184015791,train-clean-100\3259\158083\3259-158083-0011.flac,0.6299827135343549,tr\027o0309_1.4765_01uo0303_-1.4765.wav,0.6811732096320372
7517-100442-0004_1088-134315-0049_730-359-0017,train-clean-100\7517\100442\7517-100442-0004.flac,0.4029075207617102,train-clean-100\1088\134315\1088-134315-0049.flac,0.7409545220904534,train-clean-100\730\359\730-359-0017.flac,0.5882100450674614,tr\01to030g_1.0973_403o030b_-1.0973.wav,0.8188427730851583
200-124140-0012_2007-149877-0018_6415-100596-0021,train-clean-100\200\124140\200-124140-0012.flac,1.8036271317742014,train-clean-100\2007\149877\2007-149877-0018.flac,0.7541232163768556,train-clean-100\6415\100596\6415-100596-0021.flac,0.5552027292125036,tr\01da0105_1.9804_20lc0108_-1.9804.wav,1.81350517099052
458-126305-0018_6367-65536-0004_87-121553-0041,train-clean-100\458\126305\458-126305-0018.flac,0.5858072015663142,train-clean-100\6367\65536\6367-65536-0004.flac,0.46591931342125514,train-clean-100\87\121553\87-121553-0041.flac,0.36069929487265173,tr\20ko010e_0.36894_01vc0210_-0.36894.wav,4.450381282643692
911-128684-0004_3857-182315-0000_4481-17498-0024,train-clean-100\911\128684\911-128684-0004.flac,0.9632121291757096,train-clean-100\3857\182315\3857-182315-0000.flac,0.5170657049216685,train-clean-100\4481\17498\4481-17498-0024.flac,0.3612950106163652,tr\01nc0202_1.1233_20jc0102_-1.1233.wav,4.453329547841819
5750-100289-0037_6078-54013-0006_6019-3185-0072,train-clean-100\5750\100289\5750-100289-0037.flac,0.611508543784201,train-clean-100\6078\54013\6078-54013-0006.flac,0.8393958312344993,train-clean-100\6019\3185\6019-3185-0072.flac,0.7935897028876158,tr\01io0301_0.79531_207o010r_-0.79531.wav,1.9974422458967933
6818-76332-0016_7059-77897-0009_163-122947-0013,train-clean-100\6818\76332\6818-76332-0016.flac,0.7675421194903141,train-clean-100\7059\77897\7059-77897-0009.flac,1.068284987711666,train-clean-100\163\122947\163-122947-0013.flac,1.1420160636306071,tr\409a0101_0.94621_40go030t_-0.94621.wav,1.2727863724988455
5456-24741-0023_7367-86737-0060_7794-295955-0029,train-clean-100\5456\24741\5456-24741-0023.flac,0.6068172481576009,train-clean-100\7367\86737\7367-86737-0060.flac,0.7578903384457748,train-clean-100\7794\295955\7794-295955-0029.flac,0.5504139712047801,tr\204o0105_1.3402_205o010q_-1.3402.wav,1.5105311768762173
7190-90542-0014_8226-274369-0042_7148-7763-0016,train-clean-100\7190\90542\7190-90542-0014.flac,1.0551935430769743,train-clean-100\8226\274369\8226-274369-0042.flac,0.7134221751536346,train-clean-100\7148\7763\7148-7763-0016.flac,0.5124132007045356,tr\401c020f_2.4546_02eo0318_-2.4546.wav,2.247103927138952
200-124139-0008_2182-150130-0022_289-121652-0004,train-clean-100\200\124139\200-124139-0008.flac,1.8289595975718658,train-clean-100\2182\150130\2182-150130-0022.flac,1.007150775747082,train-clean-100\289\121652\289-121652-0004.flac,0.5902217648541771,tr\01ko0301_0.55935_01go0304_-0.55935.wav,3.2609088585903216
6529-62554-0053_1098-133695-0000_4051-11217-0012,train-clean-100\6529\62554\6529-62554-0053.flac,0.5797401509489977,train-clean-100\1098\133695\1098-133695-0000.flac,0.6216096898368432,train-clean-100\4051\11217\4051-11217-0012.flac,0.4262655276090225,tr\40ho0318_0.47812_01jo030e_-0.47812.wav,0.3477932212784937
1040-133433-0080_7402-59171-0025_3879-174923-0000,train-clean-100\1040\133433\1040-133433-0080.flac,1.082547515978892,train-clean-100\7402\59171\7402-59171-0025.flac,0.714515682851791,train-clean-100\3879\174923\3879-174923-0000.flac,0.7204906861463766,tr\40lo030x_2.2271_018c020y_-2.2271.wav,3.24143909458979
4640-19189-0011_887-123290-0008_1898-145724-0032,train-clean-100\4640\19189\4640-19189-0011.flac,0.5903996247132711,train-clean-100\887\123290\887-123290-0008.flac,1.0317035929126197,train-clean-100\1898\145724\1898-145724-0032.flac,0.5772389203556069,tr\02do030r_1.8983_01nc020q_-1.8983.wav,0.5716857913249423
233-155990-0006_3879-174923-0032_8098-278252-0034,train-clean-100\233\155990\233-155990-0006.flac,1.3479803802414563,train-clean-100\3879\174923\3879-174923-0032.flac,0.775304266111274,train-clean-100\8098\278252\8098-278252-0034.flac,0.5082158453679542,tr\028o030j_2.0405_207a010t_-2.0405.wav,1.9895362874190443
2836-5355-0043_2182-181183-0027_5750-100289-0023,train-clean-100\2836\5355\2836-5355-0043.flac,0.29434323418608316,train-clean-100\2182\181183\2182-181183-0027.flac,0.268242509632808,train-clean-100\5750\100289\5750-100289-0023.flac,0.35024887398866245,tr\01fc0202_1.0337_018c020g_-1.0337.wav,0.48486450374359186
403-216-0022_1502-122615-0017_5514-19192-0031,train-clean-100\403\216\403-216-0022.flac,0.4945693682982397,train-clean-100\1502\122615\1502-122615-0017.flac,0.4663003357121836,train-clean-100\5514\19192\5514-19192-0031.flac,0.9384294078359551,tr\025o030l_1.0992_01bc020q_-1.0992.wav,0.8146408763959518
298-126790-0003_8312-279791-0038_39-121915-0025,train-clean-100\298\126790\298-126790-0003.flac,1.5745348834552888,train-clean-100\8312\279791\8312-279791-0038.flac,0.46205827284034345,train-clean-100\39\121915\39-121915-0025.flac,1.2339026947448775,tr\40gc0203_0.29418_40mc0219_-0.29418.wav,1.255830646044731
2952-407-0005_3857-182315-0012_7148-59157-0015,train-clean-100\2952\407\2952-407-0005.flac,0.6157444708766281,train-clean-100\3857\182315\3857-182315-0012.flac,0.4529477659544271,train-clean-100\7148\59157\7148-59157-0015.flac,0.48670676642282834,tr\20ao010q_2.2728_407o0309_-2.2728.wav,0.63873643118481
5808-48608-0056_446-123502-0027_1926-143879-0027,train-clean-100\5808\48608\5808-48608-0056.flac,0.6927102854778703,train-clean-100\446\123502\446-123502-0027.flac,0.48696696298079756,train-clean-100\1926\143879\1926-143879-0027.flac,1.4916248349487233,tr\409a010u_1.2111_01uo030u_-1.2111.wav,2.4223904496663455
481-123720-0077_2007-149877-0035_2514-149482-0023,train-clean-100\481\123720\481-123720-0077.flac,0.6120026919043449,train-clean-100\2007\149877\2007-149877-0035.flac,1.051748863564053,train-clean-100\2514\149482\2514-149482-0023.flac,0.6022908992146275,tr\20ga0107_0.82919_023c0209_-0.82919.wav,2.1938465835867444
5688-41232-0030_3440-171009-0064_2989-138035-0015,train-clean-100\5688\41232\5688-41232-0030.flac,0.8433220350077408,train-clean-100\3440\171009\3440-171009-0064.flac,0.4707825166199073,train-clean-100\2989\138035\2989-138035-0015.flac,0.48952556921703394,tr\20lo010l_0.062866_015o030q_-0.062866.wav,0.45534911822505786
1553-140047-0005_441-130108-0024_3440-171006-0008,train-clean-100\1553\140047\1553-140047-0005.flac,0.9937064645978041,train-clean-100\441\130108\441-130108-0024.flac,0.4388781228903219,train-clean-100\3440\171006\3440-171006-0008.flac,0.6959164108314073,tr\205o0102_1.0658_20uo010i_-1.0658.wav,1.1273685735699959
8465-246947-0017_426-122819-0004_4406-16883-0038,train-clean-100\8465\246947\8465-246947-0017.flac,0.532517618133594,train-clean-100\426\122819\426-122819-0004.flac,0.773707556429166,train-clean-100\4406\16883\4406-16883-0038.flac,0.6953249024635603,tr\021o030h_0.6379_20bc010g_-0.6379.wav,1.3069030105343737
1898-145715-0003_1963-142393-0057_5104-33407-0008,train-clean-100\1898\145715\1898-145715-0003.flac,0.8557751796969553,train-clean-100\1963\142393\1963-142393-0057.flac,0.20612658445307774,train-clean-100\5104\33407\5104-33407-0008.flac,0.3278152653735476,tr\01go0317_2.0915_01na010s_-2.0915.wav,2.661808717556433
1502-122619-0073_2836-5355-0018_2764-36617-0029,train-clean-100\1502\122619\1502-122619-0073.flac,0.3892377603968612,train-clean-100\2836\5355\2836-5355-0018.flac,0.43039348429846935,train-clean-100\2764\36617\2764-36617-0029.flac,0.8141375115903662,tr\014a010h_2.0609_40ac0201_-2.0609.wav,0.9438321058486688
3830-12535-0013_2196-170379-0002_3259-158083-0066,train-clean-100\3830\12535\3830-12535-0013.flac,0.7670418011792544,train-clean-100\2196\170379\2196-170379-0002.flac,0.9632604110429501,train-clean-100\3259\158083\3259-158083-0066.flac,0.6588406556216732,tr\01ro0309_2.145_01cc0205_-2.145.wav,1.01978659445867
26-495-0036_4441-76263-0014_7402-90848-0035,train-clean-100\26\495\26-495-0036.flac,0.3676371272604061,train-clean-100\4441\76263\4441-76263-0014.flac,0.7002565798519075,train-clean-100\7402\90848\7402-90848-0035.flac,0.8244910264198849,tr\01nc020z_1.4304_01bo030y_-1.4304.wav,2.293410314896028
8419-293473-0010_911-130578-0009_2416-152139-0043,train-clean-100\8419\293473\8419-293473-0010.flac,0.696484569812946,train-clean-100\911\130578\911-130578-0009.flac,0.8119170150931806,train-clean-100\2416\152139\2416-152139-0043.flac,0.7298241356400758,tr\01jo030v_1.118_205c010o_-1.118.wav,3.5844424014330776
211-122442-0032_2196-170379-0013_198-126831-0010,train-clean-100\211\122442\211-122442-0032.flac,0.679812728493691,train-clean-100\2196\170379\2196-170379-0013.flac,0.3961928511651243,train-clean-100\198\126831\198-126831-0010.flac,1.1733309156206333,tr\025c020y_0.041858_40io0315_-0.041858.wav,1.9940457417306818
332-128985-0086_7794-295947-0043_7402-90848-0003,train-clean-100\332\128985\332-128985-0086.flac,0.45159068843948746,train-clean-100\7794\295947\7794-295947-0043.flac,0.3736152957296587,train-clean-100\7402\90848\7402-90848-0003.flac,0.6397781630485042,tr\40dc020x_0.48844_20co0104_-0.48844.wav,0.7623199213320968
7226-86965-0012_2514-149482-0061_8580-287363-0024,train-clean-100\7226\86965\7226-86965-0012.flac,0.4144081189498979,train-clean-100\2514\149482\2514-149482-0061.flac,0.3339216343791707,train-clean-100\8580\287363\8580-287363-0024.flac,0.4968049803741161,tr\40ca0105_1.8157_01yo030r_-1.8157.wav,3.678643928443989
5322-7678-0008_7148-82991-0026_2007-149877-0003,train-clean-100\5322\7678\5322-7678-0008.flac,1.1140863912867516,train-clean-100\7148\82991\7148-82991-0026.flac,0.532757938196339,train-clean-100\2007\149877\2007-149877-0003.flac,0.5530018191020908,tr\01po030o_1.1516_01sa0104_-1.1516.wav,1.7484835386396171
1040-133433-0017_4014-186183-0011_8580-287363-0018,train-clean-100\1040\133433\1040-133433-0017.flac,1.3438308224828674,train-clean-100\4014\186183\4014-186183-0011.flac,0.5606638713845945,train-clean-100\8580\287363\8580-287363-0018.flac,0.6745835436324488,tr\01ao031a_1.3821_013o0319_-1.3821.wav,0.8186386251047563
2911-15045-0001_3830-12531-0031_8797-294123-0009,train-clean-100\2911\15045\2911-15045-0001.flac,0.7875594561596978,train-clean-100\3830\12531\3830-12531-0031.flac,0.7897322245112331,train-clean-100\8797\294123\8797-294123-0009.flac,0.5836229915977399,tr\20mo0109_1.1076_025o0316_-1.1076.wav,0.4908623095107199
3607-29116-0023_374-180298-0016_887-123289-0010,train-clean-100\3607\29116\3607-29116-0023.flac,0.7111707754381479,train-clean-100\374\180298\374-180298-0016.flac,0.37636443689540333,train-clean-100\887\123289\887-123289-0010.flac,0.344544587783428,tr\019a0106_0.02386_01zo030t_-0.02386.wav,2.49562647166681
2384-152900-0013_7113-86041-0024_1081-125237-0064,train-clean-100\2384\152900\2384-152900-0013.flac,0.4724306202366182,train-clean-100\7113\86041\7113-86041-0024.flac,0.838832914328716,train-clean-100\1081\125237\1081-125237-0064.flac,0.3384795120491111,tr\013a0103_0.90078_20mo0109_-0.90078.wav,1.1549664699770235
